"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Forquilhinha","Forquilhinha","-28.7469","-49.4719","Brazil","BR","BRA","Santa Catarina","minor","31431","1076176111"
"Colíder","Colider","-10.8128","-55.4550","Brazil","BR","BRA","Mato Grosso","minor","31370","1076780919"
"Cândido Mota","Candido Mota","-22.7464","-50.3869","Brazil","BR","BRA","São Paulo","minor","31346","1076335584"
"Rio das Pedras","Rio das Pedras","-22.8428","-47.6058","Brazil","BR","BRA","São Paulo","minor","31328","1076199521"
"Rio Negro","Rio Negro","-26.1058","-49.7978","Brazil","BR","BRA","Paraná","minor","31324","1076653242"
"Araçoiaba da Serra","Aracoiaba da Serra","-23.5053","-47.6142","Brazil","BR","BRA","São Paulo","minor","31321","1076732508"
"Amarante do Maranhão","Amarante do Maranhao","-5.5669","-46.7419","Brazil","BR","BRA","Maranhão","minor","31292","1076306284"
"Bandeirantes","Bandeirantes","-23.1100","-50.3678","Brazil","BR","BRA","Paraná","minor","31273","1076892563"
"Parnarama","Parnarama","-5.6819","-43.0928","Brazil","BR","BRA","Maranhão","minor","31250","1076586563"
"Carangola","Carangola","-20.7328","-42.0289","Brazil","BR","BRA","Minas Gerais","minor","31240","1076047833"
"Capelinha","Capelinha","-17.6908","-42.5158","Brazil","BR","BRA","Minas Gerais","minor","31231","1076950734"
"Esperança","Esperanca","-7.0333","-35.8500","Brazil","BR","BRA","Paraíba","minor","31231","1076765835"
"Barrinha","Barrinha","-21.1936","-48.1639","Brazil","BR","BRA","São Paulo","minor","31230","1076492454"
"Poconé","Pocone","-16.2569","-56.6228","Brazil","BR","BRA","Mato Grosso","minor","31217","1076449216"
"Itaperuçu","Itaperucu","-25.2212","-49.3458","Brazil","BR","BRA","Paraná","minor","31217","1076522601"
"Goiatuba","Goiatuba","-18.0128","-49.3569","Brazil","BR","BRA","Goiás","minor","31130","1076079439"
"Amargosa","Amargosa","-13.0300","-39.6050","Brazil","BR","BRA","Bahia","minor","31108","1076608607"
"Tanguá","Tangua","-22.7300","-42.7139","Brazil","BR","BRA","Rio de Janeiro","minor","31086","1076102758"
"Pompeu","Pompeu","-19.2239","-44.9350","Brazil","BR","BRA","Minas Gerais","minor","31047","1076507348"
"São José do Egito","Sao Jose do Egito","-7.4733","-37.2744","Brazil","BR","BRA","Pernambuco","minor","31004","1076085111"
"Iguape","Iguape","-24.7081","-47.5553","Brazil","BR","BRA","São Paulo","minor","30989","1076144584"
"Arraial do Cabo","Arraial do Cabo","-22.9658","-42.0278","Brazil","BR","BRA","Rio de Janeiro","minor","30986","1076235224"
"Santa Vitória do Palmar","Santa Vitoria do Palmar","-33.5189","-53.3678","Brazil","BR","BRA","Rio Grande do Sul","","30983","1076114405"
"Irituia","Irituia","-1.7689","-47.4389","Brazil","BR","BRA","Pará","minor","30955","1076738567"
"Itatiaia","Itatiaia","-22.4914","-44.5592","Brazil","BR","BRA","Rio de Janeiro","minor","30908","1076077667"
"Cícero Dantas","Cicero Dantas","-10.6000","-38.3828","Brazil","BR","BRA","Bahia","minor","30907","1076276017"
"Canavieiras","Canavieiras","-15.6750","-38.9472","Brazil","BR","BRA","Bahia","minor","30906","1076258532"
"Flores da Cunha","Flores da Cunha","-29.0289","-51.1819","Brazil","BR","BRA","Rio Grande do Sul","minor","30892","1076774323"
"São Luís do Quitunde","Sao Luis do Quitunde","-9.3178","-35.5608","Brazil","BR","BRA","Alagoas","minor","30873","1076776614"
"Careiro da Várzea","Careiro da Varzea","-3.1970","-59.8267","Brazil","BR","BRA","Amazonas","minor","30846","1076363917"
"Vitória do Mearim","Vitoria do Mearim","-3.4619","-44.8708","Brazil","BR","BRA","Maranhão","minor","30805","1076499667"
"Lavras da Mangabeira","Lavras da Mangabeira","-6.7528","-38.9719","Brazil","BR","BRA","Ceará","minor","30802","1076000532"
"Careiro","Careiro","-3.7678","-60.3689","Brazil","BR","BRA","Amazonas","minor","30792","1076439783"
"Barão de Cocais","Barao de Cocais","-19.9458","-43.4869","Brazil","BR","BRA","Minas Gerais","minor","30778","1076326274"
"Além Paraíba","Alem Paraiba","-21.8878","-42.7039","Brazil","BR","BRA","Minas Gerais","minor","30717","1076955526"
"Juatuba","Juatuba","-19.9519","-44.3428","Brazil","BR","BRA","Minas Gerais","minor","30716","1076016491"
"Riacho de Santana","Riacho de Santana","-13.6089","-42.9389","Brazil","BR","BRA","Bahia","minor","30711","1076808220"
"Dois Irmãos","Dois Irmaos","-29.5800","-51.0850","Brazil","BR","BRA","Rio Grande do Sul","minor","30709","1076193510"
"Nova Russas","Nova Russas","-4.7000","-40.5667","Brazil","BR","BRA","Ceará","minor","30699","1076574955"
"Campo Alegre de Lourdes","Campo Alegre de Lourdes","-9.5158","-43.0108","Brazil","BR","BRA","Bahia","minor","30671","1076811887"
"Presidente Figueiredo","Presidente Figueiredo","-2.0172","-60.0250","Brazil","BR","BRA","Amazonas","minor","30668","1076857891"
"Catolé do Rocha","Catole do Rocha","-6.3439","-37.7469","Brazil","BR","BRA","Paraíba","minor","30661","1076149254"
"Tabuleiro do Norte","Tabuleiro do Norte","-5.2481","-38.1300","Brazil","BR","BRA","Ceará","minor","30652","1076771180"
"Nazaré da Mata","Nazare da Mata","-7.7419","-35.2278","Brazil","BR","BRA","Pernambuco","minor","30648","1076588542"
"Juquitiba","Juquitiba","-23.9319","-47.0686","Brazil","BR","BRA","São Paulo","minor","30642","1076231410"
"Luís Correia","Luis Correia","-2.8789","-41.6669","Brazil","BR","BRA","Piauí","minor","30641","1076761860"
"Santana do Acaraú","Santana do Acarau","-3.4608","-40.2119","Brazil","BR","BRA","Ceará","minor","30628","1076356639"
"Jarinu","Jarinu","-23.1014","-46.7283","Brazil","BR","BRA","São Paulo","minor","30617","1076915802"
"Carapó","Carapo","-22.6339","-54.8219","Brazil","BR","BRA","Mato Grosso do Sul","minor","30612","1076883647"
"São José da Tapera","Sao Jose da Tapera","-9.5578","-37.3808","Brazil","BR","BRA","Alagoas","minor","30604","1076222428"
"Capim","Capim","-1.6750","-47.7750","Brazil","BR","BRA","Pará","minor","30599","1076189438"
"Correntina","Correntina","-13.3428","-44.6369","Brazil","BR","BRA","Bahia","minor","30583","1076400445"
"Domingos Martins","Domingos Martins","-20.3628","-40.6589","Brazil","BR","BRA","Espírito Santo","minor","30559","1076223781"
"Pau dos Ferros","Pau dos Ferros","-6.1108","-38.2089","Brazil","BR","BRA","Rio Grande do Norte","minor","30479","1076579928"
"Santa Bárbara","Santa Barbara","-19.9589","-43.4150","Brazil","BR","BRA","Minas Gerais","minor","30466","1076509484"
"Afonso Cláudio","Afonso Claudio","-20.0739","-41.1239","Brazil","BR","BRA","Espírito Santo","minor","30455","1076232395"
"Espinosa","Espinosa","-14.9081","-42.8103","Brazil","BR","BRA","Minas Gerais","minor","30443","1076000498"
"Pontal do Paraná","Pontal do Parana","-25.5768","-48.3581","Brazil","BR","BRA","Paraná","minor","30425","1076438304"
"Itarema","Itarema","-2.9200","-39.9150","Brazil","BR","BRA","Ceará","minor","30347","1076296454"
"Trindade","Trindade","-7.7619","-40.2678","Brazil","BR","BRA","Pernambuco","minor","30321","1076703158"
"Cabrobó","Cabrobo","-8.5119","-39.3069","Brazil","BR","BRA","Pernambuco","minor","30294","1076270461"
"Cláudio","Claudio","-20.4428","-44.7658","Brazil","BR","BRA","Minas Gerais","minor","30159","1076820271"
"Joaçaba","Joacaba","-27.1778","-51.5050","Brazil","BR","BRA","Santa Catarina","minor","30146","1076899882"
"Soledade","Soledade","-28.8178","-52.5100","Brazil","BR","BRA","Rio Grande do Sul","minor","29991","1076105389"
"Sombrio","Sombrio","-29.1039","-49.6289","Brazil","BR","BRA","Santa Catarina","","29991","1076557999"
"Anchieta","Anchieta","-20.8056","-40.6444","Brazil","BR","BRA","Espírito Santo","minor","29984","1076302227"
"Garopaba","Garopaba","-28.0228","-48.6128","Brazil","BR","BRA","Santa Catarina","minor","29959","1076202178"
"Imbituva","Imbituva","-25.2300","-50.6044","Brazil","BR","BRA","Paraná","minor","29924","1076855265"
"Serra Negra","Serra Negra","-22.6119","-46.7008","Brazil","BR","BRA","São Paulo","minor","29894","1076394760"
"Pinhão","Pinhao","-25.6958","-51.6600","Brazil","BR","BRA","Paraná","minor","29886","1076271089"
"Cruz","Cruz","-2.9178","-40.1719","Brazil","BR","BRA","Ceará","minor","29761","1076550734"
"Vera Cruz","Vera Cruz","-12.9600","-38.6089","Brazil","BR","BRA","Bahia","minor","29750","1076136150"
"Igarapava","Igarapava","-20.0383","-47.7469","Brazil","BR","BRA","São Paulo","minor","29727","1076928991"
"Buriti","Buriti","-3.9419","-42.9250","Brazil","BR","BRA","Maranhão","minor","29685","1076275793"
"Canguaretama","Canguaretama","-6.3800","-35.1289","Brazil","BR","BRA","Rio Grande do Norte","minor","29668","1076516835"
"Piraju","Piraju","-23.1936","-49.3839","Brazil","BR","BRA","São Paulo","minor","29664","1076217227"
"Pedras de Fogo","Pedras de Fogo","-7.4019","-35.1158","Brazil","BR","BRA","Paraíba","minor","29662","1076970130"
"Pati do Alferes","Pati do Alferes","-22.4289","-43.4189","Brazil","BR","BRA","Rio de Janeiro","minor","29619","1076839400"
"Limoeiro do Ajuru","Limoeiro do Ajuru","-1.8950","-49.3808","Brazil","BR","BRA","Pará","minor","29569","1076973089"
"Paraty","Paraty","-23.2194","-44.7147","Brazil","BR","BRA","Rio de Janeiro","minor","29544","1076616643"
"Cambuí","Cambui","-22.6119","-46.0578","Brazil","BR","BRA","Minas Gerais","minor","29536","1076056119"
"Arari","Arari","-3.4539","-44.7800","Brazil","BR","BRA","Maranhão","minor","29472","1076577900"
"Bujaru","Bujaru","-1.5150","-48.0447","Brazil","BR","BRA","Pará","minor","29427","1076411520"
"Sena Madureira","Sena Madureira","-9.0658","-68.6569","Brazil","BR","BRA","Acre","minor","29420","1076899075"
"Glória do Goitá","Gloria do Goita","-7.9992","-35.2911","Brazil","BR","BRA","Pernambuco","minor","29347","1076540889"
"Paratinga","Paratinga","-12.6908","-43.1839","Brazil","BR","BRA","Bahia","minor","29252","1076218209"
"Cachoeira","Cachoeira","-12.6178","-38.9558","Brazil","BR","BRA","Bahia","minor","29250","1076370546"
"Santa Cruz Cabrália","Santa Cruz Cabralia","-16.2778","-39.0250","Brazil","BR","BRA","Bahia","minor","29185","1076118882"
"Alegre","Alegre","-20.7639","-41.5328","Brazil","BR","BRA","Espírito Santo","minor","29177","1076514864"
"Irará","Irara","-12.0500","-38.7667","Brazil","BR","BRA","Bahia","minor","29173","1076945010"
"São Miguel do Iguaçu","Sao Miguel do Iguacu","-25.3478","-54.2378","Brazil","BR","BRA","Paraná","minor","29122","1076475965"
"Paripiranga","Paripiranga","-10.6875","-37.8617","Brazil","BR","BRA","Bahia","minor","29058","1076083044"
"Mirandópolis","Mirandopolis","-21.1336","-51.1017","Brazil","BR","BRA","São Paulo","minor","29043","1076193094"
"Carmo do Paranaíba","Carmo do Paranaiba","-19.0008","-46.3158","Brazil","BR","BRA","Minas Gerais","minor","29011","1076039872"
"Ipubi","Ipubi","-7.6519","-40.1489","Brazil","BR","BRA","Pernambuco","minor","29009","1076834456"
"Limoeiro de Anadia","Limoeiro de Anadia","-9.7406","-36.5028","Brazil","BR","BRA","Alagoas","minor","28953","1076445956"
"Humberto de Campos","Humberto de Campos","-2.5983","-43.4611","Brazil","BR","BRA","Maranhão","minor","28932","1076571149"
"Candelária","Candelaria","-29.6689","-52.7889","Brazil","BR","BRA","Rio Grande do Sul","minor","28906","1076542930"
"Três Marias","Tres Marias","-18.2058","-45.2419","Brazil","BR","BRA","Minas Gerais","minor","28895","1076622551"
"Coromandel","Coromandel","-18.4728","-47.2000","Brazil","BR","BRA","Minas Gerais","minor","28894","1076143235"
"Carinhanha","Carinhanha","-14.3050","-43.7650","Brazil","BR","BRA","Bahia","minor","28869","1076985743"
"Santa Cruz das Palmeiras","Santa Cruz das Palmeiras","-21.8269","-47.2489","Brazil","BR","BRA","São Paulo","minor","28864","1076200565"
"Piracuruca","Piracuruca","-3.9278","-41.7089","Brazil","BR","BRA","Piauí","minor","28846","1076504082"
"Ibaiti","Ibaiti","-23.8489","-50.1878","Brazil","BR","BRA","Paraná","minor","28830","1076065226"
"Caetés","Caetes","-8.7728","-36.6228","Brazil","BR","BRA","Pernambuco","minor","28827","1076875758"
"Carauari","Carauari","-4.8828","-66.8958","Brazil","BR","BRA","Amazonas","minor","28742","1076358416"
"Muritiba","Muritiba","-12.6258","-38.9900","Brazil","BR","BRA","Bahia","minor","28707","1076695612"
"Borba","Borba","-4.3878","-59.5939","Brazil","BR","BRA","Amazonas","minor","28619","1076143096"
"Bom Jesus","Bom Jesus","-4.4200","-46.7650","Brazil","BR","BRA","Maranhão","minor","28599","1076538984"
"Tracuateua","Tracuateua","-1.0719","-46.8969","Brazil","BR","BRA","Pará","minor","28595","1076920936"
"Iúna","Iuna","-20.3458","-41.5358","Brazil","BR","BRA","Espírito Santo","minor","28590","1076149444"
"Rancharia","Rancharia","-22.2289","-50.8928","Brazil","BR","BRA","São Paulo","minor","28588","1076007180"
"Jaciara","Jaciara","-15.9650","-54.9678","Brazil","BR","BRA","Mato Grosso","minor","28569","1076001392"
"Cajati","Cajati","-24.7361","-48.1228","Brazil","BR","BRA","São Paulo","minor","28494","1076157800"
"Goio-Erê","Goio-Ere","-24.1850","-53.0278","Brazil","BR","BRA","Paraná","minor","28437","1076469014"
"Conceição das Alagoas","Conceicao das Alagoas","-19.9150","-48.3878","Brazil","BR","BRA","Minas Gerais","minor","28381","1076552026"
"Marau","Marau","-28.4489","-52.2000","Brazil","BR","BRA","Rio Grande do Sul","minor","28361","1076572640"
"Guararema","Guararema","-23.4150","-46.0350","Brazil","BR","BRA","São Paulo","minor","28344","1076938810"
"Prata","Prata","-19.3069","-48.9239","Brazil","BR","BRA","Minas Gerais","minor","28342","1076234734"
"Passira","Passira","-7.9950","-35.5808","Brazil","BR","BRA","Pernambuco","minor","28340","1076482392"
"Ruy Barbosa","Ruy Barbosa","-12.2839","-40.4939","Brazil","BR","BRA","Bahia","minor","28282","1076207484"
"Rio Pardo de Minas","Rio Pardo de Minas","-15.6100","-42.5400","Brazil","BR","BRA","Minas Gerais","minor","28271","1076405479"
"Maravilha","Maravilha","-26.7700","-53.2167","Brazil","BR","BRA","Santa Catarina","minor","28251","1076119350"
"Cocal","Cocal","-3.4708","-41.5550","Brazil","BR","BRA","Piauí","minor","28212","1076588558"
"Santo Antônio do Içá","Santo Antonio do Ica","-3.1019","-67.9400","Brazil","BR","BRA","Amazonas","minor","28211","1076789719"
"Itabela","Itabela","-16.5750","-39.5528","Brazil","BR","BRA","Bahia","minor","28165","1076263072"
"Itapemirim","Itapemirim","-21.0108","-40.8339","Brazil","BR","BRA","Espírito Santo","","28121","1076103193"
"Bom Jardim","Bom Jardim","-22.1519","-42.4189","Brazil","BR","BRA","Rio de Janeiro","minor","28102","1076904801"
"Casa Branca","Casa Branca","-21.7739","-47.0858","Brazil","BR","BRA","São Paulo","minor","28083","1076748418"
"Mucuri","Mucuri","-18.0858","-39.5508","Brazil","BR","BRA","Bahia","minor","28062","1076403815"
"Anajás","Anajas","-0.9869","-49.9400","Brazil","BR","BRA","Pará","minor","28011","1076668693"
"Iguaba Grande","Iguaba Grande","-22.8389","-42.2289","Brazil","BR","BRA","Rio de Janeiro","minor","27920","1076198023"
"Traipu","Traipu","-9.9706","-37.0033","Brazil","BR","BRA","Alagoas","minor","27826","1076310468"
"Baixo Guandu","Baixo Guandu","-19.5189","-41.0158","Brazil","BR","BRA","Espírito Santo","minor","27819","1076851088"
"Pirapòzinho","Pirapozinho","-22.2753","-51.5000","Brazil","BR","BRA","São Paulo","minor","27754","1076099500"
"Monção","Moncao","-3.4919","-45.2508","Brazil","BR","BRA","Maranhão","minor","27751","1076424979"
"Itapissuma","Itapissuma","-7.7764","-34.8919","Brazil","BR","BRA","Pernambuco","minor","27749","1076841556"
"João Alfredo","Joao Alfredo","-7.8558","-35.5878","Brazil","BR","BRA","Pernambuco","minor","27725","1076231454"
"Porto Belo","Porto Belo","-27.1578","-48.5528","Brazil","BR","BRA","Santa Catarina","minor","27688","1076716285"
"Tabira","Tabira","-7.5908","-37.5394","Brazil","BR","BRA","Pernambuco","minor","27681","1076875239"
"Aparecida do Taboado","Aparecida do Taboado","-20.0869","-51.0939","Brazil","BR","BRA","Mato Grosso do Sul","minor","27674","1076127062"
"Lagoa Vermelha","Lagoa Vermelha","-28.2089","-51.5258","Brazil","BR","BRA","Rio Grande do Sul","minor","27659","1076588134"
"Mutum","Mutum","-19.8000","-41.4378","Brazil","BR","BRA","Minas Gerais","minor","27635","1076467022"
"Quijingue","Quijingue","-10.7525","-39.2092","Brazil","BR","BRA","Bahia","minor","27626","1076131651"
"Maracás","Maracas","-13.4408","-40.4308","Brazil","BR","BRA","Bahia","minor","27620","1076077347"
"Lagoa Sêca","Lagoa Seca","-7.1708","-35.8536","Brazil","BR","BRA","Paraíba","minor","27617","1076187656"
"Vila do Conde","Vila do Conde","-7.2600","-34.9078","Brazil","BR","BRA","Paraíba","minor","27605","1076678740"
"Pombos","Pombos","-8.1492","-35.4011","Brazil","BR","BRA","Pernambuco","minor","27552","1076143659"
"Novo Oriente","Novo Oriente","-5.5339","-40.7739","Brazil","BR","BRA","Ceará","minor","27545","1076000676"
"Paracuru","Paracuru","-3.4100","-39.0308","Brazil","BR","BRA","Ceará","minor","27541","1076591278"
"Pindaré-Mirim","Pindare-Mirim","-3.6078","-45.3428","Brazil","BR","BRA","Maranhão","minor","27517","1076752524"
"Triunfo","Triunfo","-29.9428","-51.7178","Brazil","BR","BRA","Rio Grande do Sul","minor","27498","1076750257"
"Oiapoque","Oiapoque","3.8428","-51.8350","Brazil","BR","BRA","Amapá","minor","27482","1076048629"
"Piraí","Pirai","-22.6287","-43.8982","Brazil","BR","BRA","Rio de Janeiro","minor","27474","1076693567"
"Jardim","Jardim","-7.5819","-39.2978","Brazil","BR","BRA","Ceará","minor","27411","1076202458"
"Ibipetuba","Ibipetuba","-11.0089","-44.5189","Brazil","BR","BRA","Bahia","minor","27390","1076992812"
"Itaí","Itai","-23.4178","-49.0906","Brazil","BR","BRA","São Paulo","minor","27382","1076144804"
"Macau","Macau","-5.1150","-36.6339","Brazil","BR","BRA","Rio Grande do Norte","minor","27369","1076020090"
"Prainha","Prainha","-1.8000","-53.4800","Brazil","BR","BRA","Pará","minor","27301","1076355822"
"Santo Antônio do Monte","Santo Antonio do Monte","-20.0869","-45.2939","Brazil","BR","BRA","Minas Gerais","minor","27295","1076769736"
"Porto Calvo","Porto Calvo","-9.0562","-35.3985","Brazil","BR","BRA","Alagoas","minor","27288","1076563393"
"Corrente","Corrente","-10.4428","-45.1619","Brazil","BR","BRA","Piauí","minor","27278","1076941506"
"Santo Amaro da Imperatriz","Santo Amaro da Imperatriz","-27.6878","-48.7789","Brazil","BR","BRA","Santa Catarina","minor","27272","1076813549"
"Bady Bassitt","Bady Bassitt","-20.9178","-49.4450","Brazil","BR","BRA","São Paulo","minor","27260","1076001081"
"Esplanada","Esplanada","-11.7958","-37.9450","Brazil","BR","BRA","Bahia","minor","27230","1076376279"
"Redenção","Redencao","-4.2258","-38.7308","Brazil","BR","BRA","Ceará","minor","27214","1076923300"
"Mocajuba","Mocajuba","-2.5839","-49.5069","Brazil","BR","BRA","Pará","minor","27198","1076949250"
"Piçarras","Picarras","-26.7500","-48.6667","Brazil","BR","BRA","Santa Catarina","minor","27127","1076750040"
